lr,data_time,loss,loss_kpt,acc_pose,time,epoch,iter,memory,step
4e-08,40.77081918716431,0.42165085673332214,0.42165085673332214,0.011904761904761904,46.47547149658203,1.0,1.0,1532.0,1.0
0.0002105642105263158,20.510849475860596,0.42203935980796814,0.42203935980796814,0.004464285714285714,23.49702286720276,1.0,2.0,1599.0,2.0
0.00042108842105263163,13.679035822550455,0.42258064945538837,0.42258064945538837,0.010416666666666666,15.735240618387857,1.0,3.0,1599.0,3.0
0.0006316126315789475,10.261179029941559,0.42145413160324097,0.42145413160324097,0.03869047619047619,11.850216567516327,1.0,4.0,1599.0,4.0
0.0008421368421052633,10.080891323089599,0.41883203387260437,0.41883203387260437,0.07886904761904762,11.397879266738892,1.0,5.0,1599.0,5.0
0.001052661052631579,8.40169644355774,0.36529504507780075,0.36529504507780075,0.07738095238095238,9.518438418706259,1.0,6.0,502.0,6.0
0.0012631852631578948,12.62074191229684,0.3645229148013251,0.3645229148013251,0.14732142857142858,13.615074157714844,2.0,7.0,1599.0,7.0
0.0014737094736842105,11.31002727150917,0.3615479376167059,0.3615479376167059,0.16220238095238096,12.232765465974808,2.0,8.0,1599.0,8.0
0.0016842336842105262,10.478506141238743,0.3572474800878101,0.3572474800878101,0.15922619047619047,11.33798501226637,2.0,9.0,1599.0,9.0
0.0018947578947368419,9.43184690475464,0.3553211286664009,0.3553211286664009,0.19196428571428573,10.234116911888123,2.0,10.0,1599.0,10.0
0.0021052821052631576,9.604180704463612,0.35214196145534515,0.35214196145534515,0.18649193548387094,10.352043888785623,2.0,11.0,1599.0,11.0
0.0023158063157894732,8.804214894771576,0.3293472540875276,0.3293472540875276,0.27380952380952384,9.495978514353434,2.0,12.0,502.0,12.0
0.002526330526315789,11.237459164399366,0.3274471564934804,0.3274471564934804,0.1846678187403994,11.897719988456139,3.0,13.0,1599.0,13.0
0.0027368547368421046,10.435962149075099,0.3263399803212711,0.3263399803212711,0.22916666666666666,11.065128377505712,3.0,14.0,1599.0,14.0
0.0029473789473684203,9.768226798375448,0.3252863536278407,0.3252863536278407,0.1788594470046083,10.370383628209431,3.0,15.0,1599.0,15.0
0.003157903157894736,9.15807719528675,0.3258228385820985,0.3258228385820985,0.14746543778801843,9.733058288693428,3.0,16.0,1599.0,16.0
0.0033684273684210517,9.418404705384198,0.3233308818410425,0.3233308818410425,0.28720238095238093,9.971823566100177,3.0,17.0,1599.0,17.0
0.0035789515789473674,8.895396788914999,0.31216120678517556,0.31216120678517556,0.13095238095238096,9.422287477387322,3.0,18.0,502.0,18.0
0.0037894757894736835,10.19564121647885,0.31349605125816243,0.31349605125816243,0.26785714285714285,10.711769844356336,4.0,19.0,1599.0,19.0
0.003999999999999999,9.978777980804443,0.3237099479883909,0.3237099479883909,0.1130952380952381,10.484646081924438,4.0,20.0,1599.0,20.0
0.003999999999999999,9.504473107201713,0.3300076974999337,0.3300076974999337,0.16220238095238096,10.004051094963437,4.0,21.0,1599.0,21.0
0.003999999999999999,9.0730595480312,0.3371607630767606,0.3371607630767606,0.029809907834101382,9.563032052733682,4.0,22.0,1599.0,22.0
0.003999999999999999,9.093897539636362,0.37353714879440225,0.37353714879440225,0.08630952380952381,9.57151056372601,4.0,23.0,1599.0,23.0
0.003999999999999999,8.715144832928976,0.36273185163736343,0.36273185163736343,0.11904761904761904,9.17516498764356,4.0,24.0,502.0,24.0
0.003999999999999999,9.876661624908447,0.3698694658279419,0.3698694658279419,0.09077380952380952,10.328837394714355,5.0,25.0,1599.0,25.0
0.003999999999999999,9.609469963954044,0.38892102241516113,0.38892102241516113,0.07142857142857142,10.054099220495958,5.0,26.0,1599.0,26.0
0.003999999999999999,9.254145030622128,0.3920716444651286,0.3920716444651286,0.1341685867895545,9.690554141998291,5.0,27.0,1599.0,27.0
0.003999999999999999,8.923834264278412,0.39861157323632923,0.39861157323632923,0.14285714285714285,9.350610205105372,5.0,28.0,1599.0,28.0
0.003999999999999999,9.076979875564575,0.40114816714977397,0.40114816714977397,0.12202380952380952,9.495774630842538,5.0,29.0,1599.0,29.0
0.003999999999999999,8.774548768997192,0.3916934125125408,0.3916934125125408,0.15476190476190477,9.181541967391968,5.0,30.0,502.0,30.0
0.003999999999999999,9.775991162946147,0.3947317535358091,0.3947317535358091,0.13392857142857142,10.181282274184689,6.0,31.0,1599.0,31.0
0.003999999999999999,9.471258342266083,0.39364351076073945,0.39364351076073945,0.20386904761904762,9.877583861351013,6.0,32.0,1599.0,32.0
0.003999999999999999,9.185302423708366,0.39265913064732694,0.39265913064732694,0.18634792626728108,9.58914110877297,6.0,33.0,1599.0,33.0
0.003999999999999999,8.922089730992036,0.3912745339467245,0.3912745339467245,0.22470238095238096,9.32149777692907,6.0,34.0,1599.0,34.0
0.003999999999999999,8.962906564985003,0.38977598654372353,0.38977598654372353,0.18461981566820276,9.357137380327497,6.0,35.0,1599.0,35.0
0.003999999999999999,8.71408936712477,0.38126899032957023,0.38126899032957023,0.15476190476190477,9.099560432963901,6.0,36.0,502.0,36.0
0.003999999999999999,9.592300331270373,0.3799991670089799,0.3799991670089799,0.1949404761904762,9.974593078767931,7.0,37.0,1599.0,37.0
0.003999999999999999,9.340224799356962,0.37803260335012484,0.37803260335012484,0.2113095238095238,9.718061409498516,7.0,38.0,1599.0,38.0
0.003999999999999999,9.10442354128911,0.3763203435601332,0.3763203435601332,0.22470238095238096,9.478336847745455,7.0,39.0,1599.0,39.0
0.003999999999999999,8.912705028057099,0.37462937366217375,0.37462937366217375,0.20434907834101382,9.283636087179184,7.0,40.0,1599.0,40.0
0.003999999999999999,9.016158377251974,0.37264468448191157,0.37264468448191157,0.21875,9.383053680745567,7.0,41.0,1599.0,41.0
0.003999999999999999,8.801584851174127,0.3655026423789206,0.3655026423789206,0.23214285714285715,9.161130661056156,7.0,42.0,502.0,42.0
0.003999999999999999,9.543200049289437,0.3641937399326369,0.3641937399326369,0.19254032258064516,9.901241352391798,8.0,43.0,1599.0,43.0
0.003999999999999999,9.32940531318838,0.36211446909741923,0.36211446909741923,0.25892857142857145,9.68395564772866,8.0,44.0,1599.0,44.0
0.003999999999999999,9.122322426901924,0.3604693376355701,0.3604693376355701,0.2040610599078341,9.473902914259169,8.0,45.0,1599.0,45.0
0.003999999999999999,8.92645085376242,0.35890490691299026,0.35890490691299026,0.24404761904761904,9.27427543764529,8.0,46.0,1599.0,46.0
0.003999999999999999,9.052745337181904,0.35721711180311566,0.35721711180311566,0.25297619047619047,9.397895924588466,8.0,47.0,1599.0,47.0
0.003999999999999999,8.864270761609077,0.35121764211604994,0.35121764211604994,0.22023809523809523,9.204177473982176,8.0,48.0,502.0,48.0
0.003999999999999999,9.480393575162303,0.35011435376138106,0.35011435376138106,0.22419994879672298,9.820903213656678,9.0,49.0,1599.0,49.0
0.003999999999999999,9.317299671173096,0.3486101338267326,0.3486101338267326,0.25297619047619047,9.66026596546173,9.0,50.0,1599.0,50.0
0.003999999999999999,8.517303137779235,0.3457921215891838,0.3457921215891838,0.24294354838709675,8.751190929412841,9.0,51.0,1599.0,51.0
0.003999999999999999,8.512618741989137,0.3427959021925926,0.3427959021925926,0.2475038402457757,8.747220673561095,9.0,52.0,1599.0,52.0
0.003999999999999999,8.74139075756073,0.3401991835236549,0.3401991835236549,0.17708333333333334,8.976237864494324,9.0,53.0,1599.0,53.0
0.003999999999999999,8.7413245677948,0.33333243280649183,0.33333243280649183,0.25,8.973551659584045,9.0,54.0,502.0,54.0
0.003999999999999999,9.320489053726197,0.3305033060908318,0.3305033060908318,0.25297619047619047,9.553886651992798,10.0,55.0,1599.0,55.0
0.003999999999999999,9.348257493972778,0.3340834599733353,0.3340834599733353,0.21428571428571427,9.58390239238739,10.0,56.0,1599.0,56.0
0.003999999999999999,8.589797797203063,0.33183373034000396,0.33183373034000396,0.3556547619047619,8.824024114608765,10.0,57.0,1599.0,57.0
0.003999999999999999,8.54721083164215,0.33057764410972595,0.33057764410972595,0.25892857142857145,8.776189875602721,10.0,58.0,1599.0,58.0
0.003999999999999999,8.729622898101807,0.3296668756008148,0.3296668756008148,0.275681643625192,8.955691905021668,10.0,59.0,1599.0,59.0
0.003999999999999999,8.729473843574524,0.32416145846247674,0.32416145846247674,0.30952380952380953,8.951107296943665,10.0,60.0,502.0,60.0
0.003999999999999999,9.30810613155365,0.3234187225997448,0.3234187225997448,0.24553571428571427,9.530069632530212,11.0,61.0,1599.0,61.0
0.003999999999999999,9.308133478164672,0.3269286684691906,0.3269286684691906,0.31782834101382484,9.533161234855651,11.0,62.0,1599.0,62.0
0.003999999999999999,8.499788227081298,0.3264539448916912,0.3264539448916912,0.22470238095238096,8.72333643913269,11.0,63.0,1599.0,63.0
0.003999999999999999,8.499584741592408,0.3252506147325039,0.3252506147325039,0.2961309523809524,8.722723813056946,11.0,64.0,1599.0,64.0
0.003999999999999999,8.72648684501648,0.3240101285278797,0.3240101285278797,0.3244047619047619,8.949654002189636,11.0,65.0,1599.0,65.0
0.003999999999999999,8.72648476600647,0.3186885534226894,0.3186885534226894,0.2627551020408163,8.948103137016297,11.0,66.0,502.0,66.0
0.003999999999999999,9.179281220436096,0.31852072522044184,0.31852072522044184,0.23982334869431643,9.40205361366272,12.0,67.0,1599.0,67.0
0.003999999999999999,9.179430160522461,0.32122671157121657,0.32122671157121657,0.27736175115207373,9.406050114631652,12.0,68.0,1599.0,68.0
0.003999999999999999,8.507907347679138,0.31997660487890245,0.31997660487890245,0.20386904761904762,8.733679599761963,12.0,69.0,1599.0,69.0
0.003999999999999999,8.390992498397827,0.3148680081963539,0.3148680081963539,0.2976190476190476,8.615415239334107,12.0,70.0,1599.0,70.0
0.003999999999999999,8.666581902503967,0.31076772600412367,0.31076772600412367,0.3244047619047619,8.887587003707885,12.0,71.0,1599.0,71.0
0.003999999999999999,8.666397914886474,0.30230352059006693,0.30230352059006693,0.34523809523809523,8.88282262802124,12.0,72.0,502.0,72.0
0.003999999999999999,9.239938368797302,0.2838793160021305,0.2838793160021305,0.31994047619047616,9.460048179626465,13.0,73.0,1599.0,73.0
0.003999999999999999,9.244989552497863,0.28711081922054293,0.28711081922054293,0.2866263440860215,9.472373733520508,13.0,74.0,1599.0,74.0
0.003999999999999999,8.495070977210998,0.28124464690685275,0.28124464690685275,0.34375,8.72135172843933,13.0,75.0,1599.0,75.0
0.003999999999999999,8.450610823631287,0.2689755880832672,0.2689755880832672,0.30952380952380953,8.675774493217467,13.0,76.0,1599.0,76.0
0.003999999999999999,8.663798685073852,0.2644951197504997,0.2644951197504997,0.31994047619047616,8.888719539642334,13.0,77.0,1599.0,77.0
0.003999999999999999,8.66380292892456,0.2541544786840677,0.2541544786840677,0.36904761904761907,8.887049379348754,13.0,78.0,502.0,78.0
0.003999999999999999,9.168283262252807,0.24979494608938693,0.24979494608938693,0.30505952380952384,9.392771382331848,14.0,79.0,1599.0,79.0
0.003999999999999999,9.175129399299621,0.2525573482364416,0.2525573482364416,0.25,9.403726701736451,14.0,80.0,1599.0,80.0
0.003999999999999999,8.381389079093934,0.24765830628573895,0.24765830628573895,0.34970238095238093,8.607439842224121,14.0,81.0,1599.0,81.0
0.003999999999999999,8.381004934310914,0.24539159439504146,0.24539159439504146,0.33630952380952384,8.602217183113098,14.0,82.0,1599.0,82.0
0.003999999999999999,8.640138454437256,0.24333607695996762,0.24333607695996762,0.2804819508448541,8.8589155960083,14.0,83.0,1599.0,83.0
0.003999999999999999,8.63549750328064,0.23764886662364007,0.23764886662364007,0.35714285714285715,8.850392093658447,14.0,84.0,502.0,84.0
0.003999999999999999,9.21112093448639,0.23547899678349496,0.23547899678349496,0.37202380952380953,9.427788257598877,15.0,85.0,1599.0,85.0
0.003999999999999999,9.213998827934265,0.23872442439198494,0.23872442439198494,0.35714285714285715,9.434655256271363,15.0,86.0,1599.0,86.0
0.003999999999999999,8.390149006843567,0.23679140254855155,0.23679140254855155,0.31581221198156684,8.610297870635986,15.0,87.0,1599.0,87.0
0.003999999999999999,8.390204229354858,0.235756309479475,0.235756309479475,0.3288690476190476,8.611401085853577,15.0,88.0,1599.0,88.0
0.003999999999999999,8.60924271583557,0.23427335694432258,0.23427335694432258,0.38340053763440857,8.83025480747223,15.0,89.0,1599.0,89.0
0.003999999999999999,8.58063971042633,0.2293575084209442,0.2293575084209442,0.39880952380952384,8.798022699356078,15.0,90.0,502.0,90.0
0.003999999999999999,9.102606563568115,0.2283656656742096,0.2283656656742096,0.32214861751152074,9.321142954826355,16.0,91.0,1599.0,91.0
0.003999999999999999,9.10755277633667,0.23198667719960211,0.23198667719960211,0.3005952380952381,9.329616293907165,16.0,92.0,1599.0,92.0
0.003999999999999999,8.29383367061615,0.23072545513510703,0.23072545513510703,0.3333333333333333,8.513125538825989,16.0,93.0,1599.0,93.0
0.003999999999999999,8.29121994972229,0.2299828453361988,0.2299828453361988,0.3645833333333333,8.510021748542785,16.0,94.0,1599.0,94.0
0.003999999999999999,8.561172723770142,0.22916484758257866,0.22916484758257866,0.3244047619047619,8.779657292366029,16.0,95.0,1599.0,95.0
0.003999999999999999,8.559005732536315,0.22461360283195972,0.22461360283195972,0.34523809523809523,8.775048089027404,16.0,96.0,502.0,96.0
0.003999999999999999,8.979986400604249,0.22375808097422123,0.22375808097422123,0.33779761904761907,9.200026707649231,17.0,97.0,1599.0,97.0
0.003999999999999999,8.987832264900208,0.22735352136194706,0.22735352136194706,0.3207085253456221,9.212866897583007,17.0,98.0,1599.0,98.0
0.003999999999999999,8.21955150127411,0.22633288659155368,0.22633288659155368,0.30952380952380953,8.442699694633484,17.0,99.0,1599.0,99.0
0.003999999999999999,8.19335005760193,0.22555570907890796,0.22555570907890796,0.375,8.41313714504242,17.0,100.0,1599.0,100.0
0.003999999999999999,8.408661375045776,0.2246365398913622,0.2246365398913622,0.41220238095238093,8.627545690536499,17.0,101.0,1599.0,101.0
0.003999999999999999,8.408409304618836,0.22041136130690575,0.22041136130690575,0.3630952380952381,8.622794966697693,17.0,102.0,502.0,102.0
0.003999999999999999,8.951552805900574,0.21902705654501914,0.21902705654501914,0.4103302611367128,9.171231846809388,18.0,103.0,1599.0,103.0
0.003999999999999999,8.958515362739563,0.2223747242987156,0.2223747242987156,0.36904761904761907,9.181346459388733,18.0,104.0,1599.0,104.0
0.003999999999999999,8.19239918231964,0.22177729830145837,0.22177729830145837,0.3958333333333333,8.413142585754395,18.0,105.0,1599.0,105.0
0.003999999999999999,8.164625024795532,0.22078609064221383,0.22078609064221383,0.4375,8.384259610176086,18.0,106.0,1599.0,106.0
0.003999999999999999,8.412880845069886,0.2203720359504223,0.2203720359504223,0.39285714285714285,8.633301010131836,18.0,107.0,1599.0,107.0
0.003999999999999999,8.412877550125122,0.21589458763599395,0.21589458763599395,0.47023809523809523,8.631993818283082,18.0,108.0,502.0,108.0
0.003999999999999999,8.918369159698486,0.21545564651489257,0.21545564651489257,0.3705357142857143,9.139824213981628,19.0,109.0,1599.0,109.0
0.003999999999999999,8.918748731613158,0.21911733940243722,0.21911733940243722,0.34226190476190477,9.144774689674378,19.0,110.0,1599.0,110.0
0.003999999999999999,8.117412881851196,0.21833236619830132,0.21833236619830132,0.33995775729646693,8.343831567764282,19.0,111.0,1599.0,111.0
0.003999999999999999,8.1176180934906,0.21810675218701361,0.21810675218701361,0.3671490147783251,8.345742797851562,19.0,112.0,1599.0,112.0
0.003999999999999999,8.35023579120636,0.21701509222388268,0.21701509222388268,0.41369047619047616,8.578331074714661,19.0,113.0,1599.0,113.0
0.003999999999999999,8.35019281387329,0.21302847675979136,0.21302847675979136,0.4583333333333333,8.575678162574768,19.0,114.0,502.0,114.0
0.003999999999999999,8.81817319869995,0.21255322687327863,0.21255322687327863,0.44047619047619047,9.047492561340333,20.0,115.0,1599.0,115.0
0.003999999999999999,8.878221220970154,0.2157210748642683,0.2157210748642683,0.4178667434715822,9.11146628856659,20.0,116.0,1599.0,116.0
0.003999999999999999,8.1647412109375,0.21458584658801555,0.21458584658801555,0.4419642857142857,8.397402086257934,20.0,117.0,1599.0,117.0
0.003999999999999999,8.173880977630615,0.21405736468732356,0.21405736468732356,0.40773809523809523,8.40515504360199,20.0,118.0,1599.0,118.0
0.003999999999999999,8.379097700119019,0.21292283378541468,0.21292283378541468,0.49851190476190477,8.609088582992554,20.0,119.0,1599.0,119.0
0.003999999999999999,8.37895399093628,0.20879508465528487,0.20879508465528487,0.4166666666666667,8.605769209861755,20.0,120.0,502.0,120.0
0.003999999999999999,8.862796969413758,0.20868911623954772,0.20868911623954772,0.3645833333333333,9.093409166336059,21.0,121.0,1599.0,121.0
0.003999999999999999,8.888461389541625,0.2120736436545849,0.2120736436545849,0.42410714285714285,9.124712257385253,21.0,122.0,1599.0,122.0
0.003999999999999999,8.135012435913087,0.21191180720925332,0.21191180720925332,0.37202380952380953,8.367124204635621,21.0,123.0,1599.0,123.0
0.003999999999999999,8.130344800949096,0.21110180661082267,0.21110180661082267,0.415994623655914,8.358253960609437,21.0,124.0,1599.0,124.0
0.003999999999999999,8.337613101005553,0.21068910285830497,0.21068910285830497,0.45089285714285715,8.565744662284851,21.0,125.0,1599.0,125.0
0.003999999999999999,8.323586983680725,0.2069310323894024,0.2069310323894024,0.30952380952380953,8.54918860912323,21.0,126.0,502.0,126.0
0.003999999999999999,8.873856415748596,0.20642476812005042,0.20642476812005042,0.44345238095238093,9.100395865440369,22.0,127.0,1599.0,127.0
0.003999999999999999,8.886977906227111,0.2097764376550913,0.2097764376550913,0.4375,9.115670037269592,22.0,128.0,1599.0,128.0
0.003999999999999999,8.115300030708314,0.20930890806019306,0.20930890806019306,0.4478686635944701,8.342235651016235,22.0,129.0,1599.0,129.0
0.003999999999999999,8.108528752326965,0.20840304799377918,0.20840304799377918,0.4895833333333333,8.334146823883056,22.0,130.0,1599.0,130.0
0.003999999999999999,8.372462582588195,0.20781811363995076,0.20781811363995076,0.53125,8.597662692070008,22.0,131.0,1599.0,131.0
0.003999999999999999,8.372432169914246,0.2038910561054945,0.2038910561054945,0.6488095238095238,8.59514973640442,22.0,132.0,502.0,132.0
0.003999999999999999,8.86100724697113,0.20304259799420835,0.20304259799420835,0.5148809523809523,9.087340512275695,23.0,133.0,1599.0,133.0
0.003999999999999999,8.861373524665833,0.2060262703895569,0.2060262703895569,0.5282738095238095,9.09399067878723,23.0,134.0,1599.0,134.0
0.003999999999999999,8.078983254432679,0.20579680442810058,0.20579680442810058,0.46130952380952384,8.311691498756408,23.0,135.0,1599.0,135.0
0.003999999999999999,8.07984968662262,0.20524930447340012,0.20524930447340012,0.557075652841782,8.312550921440124,23.0,136.0,1599.0,136.0
0.003999999999999999,8.316096148490907,0.2048026964068413,0.2048026964068413,0.5277937788018433,8.547875909805297,23.0,137.0,1599.0,137.0
0.003999999999999999,8.315846214294433,0.20081647746264936,0.20081647746264936,0.44642857142857145,8.543736486434936,23.0,138.0,502.0,138.0
0.003999999999999999,8.833485736846924,0.2004579319804907,0.2004579319804907,0.5372023809523809,9.062150354385375,24.0,139.0,1599.0,139.0
0.003999999999999999,8.853060827255248,0.20334898211061955,0.20334898211061955,0.560099846390169,9.084849042892456,24.0,140.0,1599.0,140.0
0.003999999999999999,8.068272442817689,0.20265426106750964,0.20265426106750964,0.5085445468509985,8.300061955451966,24.0,141.0,1599.0,141.0
0.003999999999999999,8.067127647399902,0.20156119890511037,0.20156119890511037,0.5505952380952381,8.297994999885558,24.0,142.0,1599.0,142.0
0.003999999999999999,8.306912598609925,0.20074368216097355,0.20074368216097355,0.5892857142857143,8.53918110847473,24.0,143.0,1599.0,143.0
0.003999999999999999,8.306911549568177,0.19698623411357402,0.19698623411357402,0.5892857142857143,8.537499170303345,24.0,144.0,502.0,144.0
0.003999999999999999,8.75428111553192,0.1962968983501196,0.1962968983501196,0.5193452380952381,8.98626441001892,25.0,145.0,1599.0,145.0
0.003999999999999999,8.75451325893402,0.19891006320714952,0.19891006320714952,0.6398809523809523,8.990718884468079,25.0,146.0,1599.0,146.0
0.003999999999999999,8.041223969459534,0.19853657037019729,0.19853657037019729,0.508592549923195,8.277417039871215,25.0,147.0,1599.0,147.0
0.003999999999999999,8.073371424674988,0.19747802048921584,0.19747802048921584,0.5848214285714286,8.308814907073975,25.0,148.0,1599.0,148.0
0.003999999999999999,8.296469831466675,0.1971718817949295,0.1971718817949295,0.49851190476190477,8.5304221534729,25.0,149.0,1599.0,149.0
0.003999999999999999,8.296241025924683,0.19336260475218295,0.19336260475218295,0.6547619047619048,8.525803308486939,25.0,150.0,502.0,150.0
